proteinID,geneID
RFLA_HUMAN,RFLNA
RASF6_HUMAN,RASSF6
CBAR2_HUMAN,CIBAR2
TPGS1_HUMAN,TPGS1
S31E1_HUMAN,SPATA31E1
DEN5B_HUMAN,DENND5B
TGRM2_HUMAN,TOGARAM2
ESPNL_HUMAN,ESPNL
FBX50_HUMAN,NCCRP1
PAQR9_HUMAN,PAQR9
PTHD4_HUMAN,PTCHD4
PKHM3_HUMAN,PLEKHM3
KCP_HUMAN,KCP
TM11F_HUMAN,TMPRSS11F
KRA55_HUMAN,KRTAP5
UBP53_HUMAN,USP53
F10C1_HUMAN,FRA10AC1
CEFIP_HUMAN,CEFIP
CYS1_HUMAN,CYS1
TLC3B_HUMAN,TLCD3B
BRNP3_HUMAN,BRINP3
B4GN4_HUMAN,B4GALNT4
MON1B_HUMAN,MON1B
TEDC2_HUMAN,TEDC2
ZN771_HUMAN,ZNF771
SYPM_HUMAN,PARS2
EEPD1_HUMAN,EEPD1
SHF_HUMAN,SHF
OTOP1_HUMAN,OTOP1
T2R42_HUMAN,TAS2R42
STRC_HUMAN,STRC
GSTA5_HUMAN,GSTA5
ZN367_HUMAN,ZNF367
MOT9_HUMAN,SLC16A9
PRS48_HUMAN,PRSS48
OVCH1_HUMAN,OVCH1
TMPS7_HUMAN,TMPRSS7
PRS41_HUMAN,PRSS41
U17L1_HUMAN,USP17L1
H2BWT_HUMAN,H2BW1
GRIN1_HUMAN,GPRIN1
TRM1L_HUMAN,TRMT1L
RM21_HUMAN,MRPL21
ZN551_HUMAN,ZNF551
ZN550_HUMAN,ZNF550
LYSM3_HUMAN,LYSMD3
GLUCM_HUMAN,DGLUCY
PRIC2_HUMAN,PRICKLE2
SAMD7_HUMAN,SAMD7
S46A3_HUMAN,SLC46A3
OR2W3_HUMAN,OR2W3
UBE3B_HUMAN,UBE3B
PIWL3_HUMAN,PIWIL3
CSMD2_HUMAN,CSMD2
RASE_HUMAN,ERAS
TRM11_HUMAN,TRMT11
HDDC2_HUMAN,HDDC2
GL6D1_HUMAN,GLT6D1
LYZL2_HUMAN,LYZL2
MDGA2_HUMAN,MDGA2
VN1R4_HUMAN,VN1R4
AB12B_HUMAN,ABHD12B
GP142_HUMAN,GPR142
ADCK2_HUMAN,ADCK2
GRASP_HUMAN,TAMALIN
NRARP_HUMAN,NRARP
PLPL5_HUMAN,PNPLA5
MRO2B_HUMAN,MROH2B
CTU1_HUMAN,CTU1
DB132_HUMAN,DEFB132
RM55_HUMAN,MRPL55
DPPA2_HUMAN,DPPA2
LHPL4_HUMAN,LHFPL4
ZER1_HUMAN,ZER1
ZSCA2_HUMAN,ZSCAN2
AGRD2_HUMAN,ADGRD2
LYG2_HUMAN,LYG2
GP149_HUMAN,GPR149
TEDC1_HUMAN,TEDC1
MOB3B_HUMAN,MOB3B
SRCA_HUMAN,SRL
ZN554_HUMAN,ZNF554
TRPT1_HUMAN,TRPT1
NOP9_HUMAN,NOP9
PRP39_HUMAN,PRPF39
BIVM_HUMAN,BIVM
TM135_HUMAN,TMEM135
ZN546_HUMAN,ZNF546
CUZD1_HUMAN,CUZD1
GTD2A_HUMAN,GTF2IRD2
ZBT46_HUMAN,ZBTB46
AACS_HUMAN,AACS
CABP7_HUMAN,CABP7
LRRT4_HUMAN,LRRTM4
LRRT3_HUMAN,LRRTM3
EX3L1_HUMAN,EXOC3L1
VS10L_HUMAN,VSIG10L
CMTD1_HUMAN,COMTD1
COMD7_HUMAN,COMMD7
P2RY8_HUMAN,P2RY8
ZSC30_HUMAN,ZSCAN30
NALP8_HUMAN,NLRP8
TPRA1_HUMAN,TPRA1
F228A_HUMAN,FAM228A
PPR27_HUMAN,PPP1R27
LHPL1_HUMAN,LHFPL1
AMGO3_HUMAN,AMIGO3
PAQR7_HUMAN,PAQR7
IFNE_HUMAN,IFNE
TMPSC_HUMAN,TMPRSS12
COA5_HUMAN,COA5
RLGPB_HUMAN,RALGAPB
TMM17_HUMAN,TMEM17
RGPS2_HUMAN,RALGPS2
NIT1_HUMAN,NIT1
COMD2_HUMAN,COMMD2
F131B_HUMAN,FAM131B
DRC11_HUMAN,IQCA1
PPR3B_HUMAN,PPP1R3B
GKN2_HUMAN,GKN2
NIBA3_HUMAN,NIBAN3
PRIMA_HUMAN,PRIMA1
TM219_HUMAN,TMEM219
TXND6_HUMAN,NME9
CONA1_HUMAN,COL23A1
Z354C_HUMAN,ZNF354C
ZN573_HUMAN,ZNF573
Z280B_HUMAN,ZNF280B
TDRP_HUMAN,TDRP
DOPP1_HUMAN,DOLPP1
MYLK4_HUMAN,MYLK4
KR131_HUMAN,KRTAP13
TF2LY_HUMAN,TGIF2LY
TF2LX_HUMAN,TGIF2LX
LRC49_HUMAN,LRRC49
LOXH1_HUMAN,LOXHD1
ARL17_HUMAN,ARL17A
SIAH3_HUMAN,SIAH3
ZN695_HUMAN,ZNF695
ARHGJ_HUMAN,ARHGEF19
WDR75_HUMAN,WDR75
TEX2_HUMAN,TEX2
DEN6A_HUMAN,DENND6A
Z3H7A_HUMAN,ZC3H7A
ZSC29_HUMAN,ZSCAN29
DHX40_HUMAN,DHX40
FBX16_HUMAN,FBXO16
PALM2_HUMAN,PALM2
DDIAS_HUMAN,DDIAS
DMRTD_HUMAN,DMRTC2
PPIL6_HUMAN,PPIL6
SP8_HUMAN,SP8
RAVR1_HUMAN,RAVER1
LAS2_HUMAN,LAS2
REM2_HUMAN,REM2
TRM44_HUMAN,TRMT44
TCAL8_HUMAN,TCEAL8
ASTRC_HUMAN,GRAMD1C
DAAF8_HUMAN,DNAAF8
BD1L2_HUMAN,BOD1L2
GAR4_HUMAN,GARIN4
UBQLN_HUMAN,UBQLNL
CFA46_HUMAN,CFAP46
ZN679_HUMAN,ZNF679
GP135_HUMAN,GPR135
ZNF34_HUMAN,ZNF34
RCOR2_HUMAN,RCOR2
NRSN1_HUMAN,NRSN1
RUSD2_HUMAN,RPUSD2
A16A1_HUMAN,ALDH16A1
S22AF_HUMAN,SLC22A15
AGRG5_HUMAN,ADGRG5
AGRF3_HUMAN,ADGRF3
AGRF2_HUMAN,ADGRF2
RGDSR_HUMAN,RGL4
S38A6_HUMAN,SLC38A6
H6ST3_HUMAN,HS6ST3
DYLT2_HUMAN,DYNLT2
CLCL1_HUMAN,CLECL1
CA2D3_HUMAN,CACNA2D3
FAM9C_HUMAN,FAM9C
DSEL_HUMAN,DSEL
CKLF8_HUMAN,CMTM8
CENPL_HUMAN,CENPL
RBIS_HUMAN,RBIS
TMM61_HUMAN,TMEM61
PGAM4_HUMAN,PGAM4
PUSL1_HUMAN,PUSL1
TAGAP_HUMAN,TAGAP
CEND_HUMAN,CEND1
LSME2_HUMAN,LSMEM2
CP4X1_HUMAN,CYP4X1
F177A_HUMAN,FAM177A1
DAW1_HUMAN,DAW1
BCL6B_HUMAN,BCL6B
LGI3_HUMAN,LGI3
ZN567_HUMAN,ZNF567
BWR1B_HUMAN,SLC22A18AS
LRC47_HUMAN,LRRC47
S39AB_HUMAN,SLC39A11
GAPT_HUMAN,GAPT
PYRD2_HUMAN,PYROXD2
CIART_HUMAN,CIART
EH1L1_HUMAN,EHBP1L1
ZN664_HUMAN,ZNF664
FNBP4_HUMAN,FNBP4
LCORL_HUMAN,LCORL
CPXM2_HUMAN,CPXM2
GUF1_HUMAN,GUF1
FXL16_HUMAN,FBXL16
ARL14_HUMAN,ARL14
TOM5_HUMAN,TOMM5
TT30B_HUMAN,TTC30B
ARG39_HUMAN,ARHGEF39
ZN808_HUMAN,ZNF808
FBXL6_HUMAN,FBXL6
DTWD1_HUMAN,DTWD1
KCNRG_HUMAN,KCNRG
RP25L_HUMAN,RPP25L
TTC9C_HUMAN,TTC9C
RM50_HUMAN,MRPL50
CCD33_HUMAN,CCDC33
S2541_HUMAN,SLC25A41
OR2C3_HUMAN,OR2C3
ANR29_HUMAN,ANKRD29
AMPO_HUMAN,AOPEP
AR6P6_HUMAN,ARL6IP6
TO6BL_HUMAN,TOP6BL
NPW_HUMAN,NPW
KLDC1_HUMAN,KLHDC1
HORM2_HUMAN,HORMAD2
EFCB3_HUMAN,EFCAB3
ZN433_HUMAN,ZNF433
ZN283_HUMAN,ZNF283
CLD22_HUMAN,CLDN22
STPG4_HUMAN,STPG4
UBR7_HUMAN,UBR7
PPM1N_HUMAN,PPM1N
ZN611_HUMAN,ZNF611
TSYL6_HUMAN,TSPYL6
ZN713_HUMAN,ZNF713
ZN614_HUMAN,ZNF614
ANR44_HUMAN,ANKRD44
DDX51_HUMAN,DDX51
CE112_HUMAN,CEP112
YIPF7_HUMAN,YIPF7
VGLL2_HUMAN,VGLL2
ZN615_HUMAN,ZNF615
K1958_HUMAN,KIAA1958
ZN491_HUMAN,ZNF491
C56D1_HUMAN,CYB561D1
CB069_HUMAN,C2orf69
CDYL2_HUMAN,CDYL2
ZFP41_HUMAN,ZFP41
ZN441_HUMAN,ZNF441
DAND5_HUMAN,DAND5
GPT11_HUMAN,GPATCH11
RGF1A_HUMAN,RASGEF1A
MUT7_HUMAN,EXD3
ZIC4_HUMAN,ZIC4
SNX31_HUMAN,SNX31
GG6L2_HUMAN,GOLGA6L2
ZN610_HUMAN,ZNF610
LMBL4_HUMAN,L3MBTL4
TERB1_HUMAN,TERB1
TDRD5_HUMAN,TDRD5
F184A_HUMAN,FAM184A
DTWD2_HUMAN,DTWD2
AVL9_HUMAN,AVL9
KY_HUMAN,KY
DRAXI_HUMAN,DRAXIN
PCYXL_HUMAN,PCYOX1L
P5I13_HUMAN,TP53I13
PLPP7_HUMAN,PLPP7
SCPDL_HUMAN,SCCPDH
NECP1_HUMAN,NECAP1
FA98A_HUMAN,FAM98A
ZN784_HUMAN,ZNF784
CL18C_HUMAN,CLEC18C
ZN485_HUMAN,ZNF485
ZBT34_HUMAN,ZBTB34
PDPR_HUMAN,PDPR
PRCA1_HUMAN,PROCA1
MFI_HUMAN,MFI
MSD4_HUMAN,MSANTD4
CARL3_HUMAN,CARMIL3
GIMA8_HUMAN,GIMAP8
Z280C_HUMAN,ZNF280C
FA156_HUMAN,FAM156A
GPR26_HUMAN,GPR26
ZN740_HUMAN,ZNF740
LY65B_HUMAN,LY6G5B
STKL1_HUMAN,STKLD1
CHDH_HUMAN,CHDH
ACRBP_HUMAN,ACRBP
DRC6_HUMAN,FBXL13
CC112_HUMAN,CCDC112
SRFB1_HUMAN,SRFBP1
GAR6_HUMAN,GARIN6
ARMC2_HUMAN,ARMC2
ZN555_HUMAN,ZNF555
D108B_HUMAN,DEFB108B
TMIE_HUMAN,TMIE
DR9C7_HUMAN,SDR9C7
PRS33_HUMAN,PRSS33
ENASE_HUMAN,ENGASE
BHE22_HUMAN,BHLHE22
CXG3_HUMAN,GJC3
GP156_HUMAN,GPR156
BEST4_HUMAN,BEST4
LINES_HUMAN,LINS1
TTL_HUMAN,TTL
OR7G1_HUMAN,OR7G1
O5AU1_HUMAN,OR5AU1
O11H6_HUMAN,OR11H6
OR4M1_HUMAN,OR4M1
O10P1_HUMAN,OR10P1
O52B6_HUMAN,OR52B6
OR5T2_HUMAN,OR5T2
OR8A1_HUMAN,OR8A1
O52L1_HUMAN,OR52L1
O52N4_HUMAN,OR52N4
O5AN1_HUMAN,OR5AN1
O52H1_HUMAN,OR52H1
O52B4_HUMAN,OR52B4
OR5DI_HUMAN,OR5D18
OR8D4_HUMAN,OR8D4
O10G4_HUMAN,OR10G4
O10G7_HUMAN,OR10G7
OR1L6_HUMAN,OR1L6
OR1B1_HUMAN,OR1B1
OR1J2_HUMAN,OR1J2
O13C5_HUMAN,OR13C5
OR5H6_HUMAN,OR5H6
OR6B3_HUMAN,OR6B3
OR6K6_HUMAN,OR6K6
O10T2_HUMAN,OR10T2
O10X1_HUMAN,OR10X1
OR6K3_HUMAN,OR6K3
OR8U1_HUMAN,OR8U1
O10AG_HUMAN,OR10AG1
OR4KF_HUMAN,OR4K15
OR4L1_HUMAN,OR4L1
OR5B3_HUMAN,OR5B3
O51Q1_HUMAN,OR51Q1
O52I2_HUMAN,OR52I2
OR5W2_HUMAN,OR5W2
OR5R1_HUMAN,OR8U3
OR9G1_HUMAN,OR9G1
OR1S1_HUMAN,OR1S1
OR1L1_HUMAN,OR1L1
OR2T6_HUMAN,OR2T6
EXD1_HUMAN,EXD1
RASF8_HUMAN,RASSF8
DNJB8_HUMAN,DNAJB8
CFA61_HUMAN,CFAP61
ZFP28_HUMAN,ZFP28
FBX27_HUMAN,FBXO27
LPD6B_HUMAN,LYPD6B
ANGL6_HUMAN,ANGPTL6
PSMA8_HUMAN,PSMA8
GRPE2_HUMAN,GRPEL2
PP14C_HUMAN,PPP1R14C
ZN461_HUMAN,ZNF461
VEXIN_HUMAN,VXN
GABP2_HUMAN,GABPB2
FIBIN_HUMAN,FIBIN
ZN420_HUMAN,ZNF420
SUN3_HUMAN,SUN3
STML3_HUMAN,STOML3
CX038_HUMAN,CXorf38
TIP_HUMAN,ITFG1
KLDC4_HUMAN,KLHDC4
ZCRB1_HUMAN,ZCRB1
PIGX_HUMAN,PIGX
TBC16_HUMAN,TBC1D16
KISHA_HUMAN,TMEM167A
RBM46_HUMAN,RBM46
CC110_HUMAN,CCDC110
MYBPP_HUMAN,MYCBPAP
ZN502_HUMAN,ZNF502
ZN596_HUMAN,ZNF596
ADA32_HUMAN,ADAM32
GAR3_HUMAN,GARIN3
F110B_HUMAN,FAM110B
O51E1_HUMAN,OR51E1
RM30_HUMAN,MRPL30
CR032_HUMAN,C18orf32
S7A13_HUMAN,SLC7A13
WFDC5_HUMAN,WFDC5
ZPLD1_HUMAN,ZPLD1
PKR1_HUMAN,PROKR1
GTR12_HUMAN,SLC2A12
SFXN5_HUMAN,SFXN5
KLF14_HUMAN,KLF14
BCAS4_HUMAN,BCAS4
SACA4_HUMAN,SPACA4
BRX1_HUMAN,BRIX1
GP148_HUMAN,GPR148
GP119_HUMAN,GPR119
ST7L_HUMAN,ST7L
IGDC4_HUMAN,IGDCC4
EOLA1_HUMAN,EOLA1
GANC_HUMAN,GANC
PP4R1_HUMAN,PPP4R1
ZN483_HUMAN,ZNF483
GIPC3_HUMAN,GIPC3
ZN384_HUMAN,ZNF384
PPIL4_HUMAN,PPIL4
F172A_HUMAN,FAM172A
CHUR_HUMAN,CHURC1
UBTD2_HUMAN,UBTD2
LRRN4_HUMAN,LRRN4
TM174_HUMAN,TMEM174
CHAC2_HUMAN,CHAC2
LTO1_HUMAN,LTO1
CC107_HUMAN,CCDC107
PTCD2_HUMAN,PTCD2
EFMT1_HUMAN,EEF1AKMT1
CPLX3_HUMAN,CPLX3
SNR27_HUMAN,SNRNP27
ANR49_HUMAN,ANKRD49
RN133_HUMAN,RNF133
ABEC4_HUMAN,APOBEC4
NRG4_HUMAN,NRG4
WFD12_HUMAN,WFDC12
IBPL1_HUMAN,IGFBPL1
PATE1_HUMAN,PATE1
ZN606_HUMAN,ZNF606
CSKI1_HUMAN,CASKIN1
ASB11_HUMAN,ASB11
RB40A_HUMAN,RAB40A
CBPA5_HUMAN,CPA5
BRI3B_HUMAN,BRI3BP
CSRN3_HUMAN,CSRNP3
CV015_HUMAN,C22orf15
ZCH14_HUMAN,ZCCHC14
MAFIP_HUMAN,MAFIP
KLHL6_HUMAN,KLHL6
ARAP2_HUMAN,ARAP2
DNS2B_HUMAN,DNASE2B
OR8D1_HUMAN,OR8D1
OR5P3_HUMAN,OR5P3
PHYIP_HUMAN,PHYHIP
NPIB3_HUMAN,NPIPB3
TF3A_HUMAN,GTF3A
ARC1A_HUMAN,ARPC1A
KCNJ9_HUMAN,KCNJ9
COR2A_HUMAN,CORO2A
RL3L_HUMAN,RPL3L
FGF11_HUMAN,FGF11
SBP2L_HUMAN,SECISBP2L
LEAP2_HUMAN,LEAP2
GLYL1_HUMAN,GLYATL1
TM40L_HUMAN,TOMM40L
CXA10_HUMAN,GJA10
TAAR8_HUMAN,TAAR8
RL36L_HUMAN,RPL36AL
ARL11_HUMAN,ARL11
SNX21_HUMAN,SNX21
MCHR2_HUMAN,MCHR2
ZN566_HUMAN,ZNF566
PP14A_HUMAN,PPP1R14A
TSACC_HUMAN,TSACC
VATE2_HUMAN,ATP6V1E2
CPNE4_HUMAN,CPNE4
SLAF9_HUMAN,SLAMF9
RM24_HUMAN,MRPL24
MFRN2_HUMAN,SLC25A28
ISL2_HUMAN,ISL2
P33MX_HUMAN,KIAA1191
EMID1_HUMAN,EMID1
PTX4_HUMAN,PTX4
KIFC2_HUMAN,KIFC2
MRGRF_HUMAN,MRGPRF
CR025_HUMAN,C18orf25
BORC7_HUMAN,BORCS7
TM186_HUMAN,TMEM186
ESPB1_HUMAN,ELSPBP1
F149B_HUMAN,FAM149B1
S1PBP_HUMAN,S100PBP
ZN775_HUMAN,ZNF775
TAM41_HUMAN,TAMM41
EFHD2_HUMAN,EFHD2
ZN707_HUMAN,ZNF707
RUND1_HUMAN,RUNDC1
NXNL1_HUMAN,NXNL1
S7A6O_HUMAN,SLC7A6OS
KCD12_HUMAN,KCTD12
ZN501_HUMAN,ZNF501
ZG16B_HUMAN,ZG16B
RMD1_HUMAN,RMDN1
ECHD3_HUMAN,ECHDC3
SHSA4_HUMAN,SHISA4
MBD6_HUMAN,MBD6
S2538_HUMAN,SLC25A38
RSPRY_HUMAN,RSPRY1
MTBP_HUMAN,MTBP
SACA9_HUMAN,SPACA9
ZHX1R_HUMAN,ZHX1
F120B_HUMAN,FAM120B
REX1B_HUMAN,REX1BD
TMA16_HUMAN,TMA16
PHIPL_HUMAN,PHYHIPL
DTD2_HUMAN,DTD2
LTV1_HUMAN,LTV1
RM48_HUMAN,MRPL48
DMAC1_HUMAN,DMAC1
TRM2B_HUMAN,TRMT2B
A7L3B_HUMAN,ATXN7L3B
CP074_HUMAN,C16orf74
ZC21A_HUMAN,ZC2HC1A
S2544_HUMAN,SLC25A44
PRR11_HUMAN,PRR11
CCD34_HUMAN,CCDC34
FMC1_HUMAN,FMC1
SH3Y1_HUMAN,SH3YL1
T176A_HUMAN,TMEM176A
ZN419_HUMAN,ZNF419
C2AIL_HUMAN,CDKN2AIPNL
DIRA2_HUMAN,DIRAS2
COX14_HUMAN,COX14
KAZD1_HUMAN,KAZALD1
FXL20_HUMAN,FBXL20
TM101_HUMAN,TMEM101
VSIG2_HUMAN,VSIG2
CYYR1_HUMAN,CYYR1
ESIP1_HUMAN,EPSTI1
M4A14_HUMAN,MS4A14
ZN479_HUMAN,ZNF479
HIPL1_HUMAN,HHIPL1
NEUL4_HUMAN,NEURL4
MY15B_HUMAN,MYO15B
CLMN_HUMAN,CLMN
S45A3_HUMAN,SLC45A3
TM87B_HUMAN,TMEM87B
ZN668_HUMAN,ZNF668
CLP1L_HUMAN,CLPTM1L
ARL5B_HUMAN,ARL5B
BTBD6_HUMAN,BTBD6
COX42_HUMAN,COX4I2
LRAT2_HUMAN,LRATD2
CXD4_HUMAN,GJD4
ZFR_HUMAN,ZFR
F167A_HUMAN,FAM167A
LYZL4_HUMAN,LYZL4
CAZA3_HUMAN,CAPZA3
NAR5_HUMAN,ART5
RHOV_HUMAN,RHOV
CPNS2_HUMAN,CAPNS2
SNX22_HUMAN,SNX22
MRGX4_HUMAN,MRGPRX4
VATG3_HUMAN,ATP6V1G3
SGCZ_HUMAN,SGCZ
FIMP_HUMAN,FIMP
APLD1_HUMAN,APOLD1
IMP1L_HUMAN,IMMP1L
ZSC31_HUMAN,ZSCAN31
CC74B_HUMAN,CCDC74B
PRRC1_HUMAN,PRRC1
LRGUK_HUMAN,LRGUK
CCDC7_HUMAN,CCDC7
DMRTB_HUMAN,DMRTB1
HARB1_HUMAN,HARBI1
PCMD1_HUMAN,PCMTD1
PPM1M_HUMAN,PPM1M
HS12B_HUMAN,HSPA12B
RN145_HUMAN,RNF145
DAA10_HUMAN,DNAAF10
VTM2L_HUMAN,VSTM2L
SPT33_HUMAN,SPATA33
PLD3A_HUMAN,PRELID3A
SFXN2_HUMAN,SFXN2
F210A_HUMAN,FAM210A
ZN285_HUMAN,ZNF285
RUN3B_HUMAN,RUNDC3B
TMM74_HUMAN,TMEM74
ZN599_HUMAN,ZNF599
CNT3B_HUMAN,CNTNAP3B
HUTI_HUMAN,AMDHD1
DACH2_HUMAN,DACH2
5NT1B_HUMAN,NT5C1B
ACAP3_HUMAN,ACAP3
OXGR1_HUMAN,OXGR1
GPR78_HUMAN,GPR78
LRC3B_HUMAN,LRRC3B
ARHGH_HUMAN,ARHGEF17
OPALI_HUMAN,OPALIN
ZIM3_HUMAN,ZIM3
SG3A2_HUMAN,SCGB3A2
TECTB_HUMAN,TECTB
KLHL5_HUMAN,KLHL5
ODF3A_HUMAN,ODF3
PKH4B_HUMAN,PLEKHG4B
BTBD9_HUMAN,BTBD9
SG3A1_HUMAN,SCGB3A1
TSN32_HUMAN,TSPAN32
1A1L1_HUMAN,ACCS
OR5BC_HUMAN,OR5B12
OR2A5_HUMAN,OR2A5
OR8B4_HUMAN,OR8B4
TAAR9_HUMAN,TAAR9
TAAR1_HUMAN,TAAR1
CITE4_HUMAN,CITED4
KCNA7_HUMAN,KCNA7
PCX1_HUMAN,PCNX1
RSLAB_HUMAN,RASL10B
UBL7_HUMAN,UBL7
LYSM1_HUMAN,LYSMD1
PEBP4_HUMAN,PEBP4
DMTA2_HUMAN,DMRTA2
ABHD1_HUMAN,ABHD1
ZN347_HUMAN,ZNF347
ZN607_HUMAN,ZNF607
FIZ1_HUMAN,FIZ1
CPXM1_HUMAN,CPXM1
ORAI2_HUMAN,ORAI2
ZN382_HUMAN,ZNF382
INT14_HUMAN,INTS14
ZIC5_HUMAN,ZIC5
INSM2_HUMAN,INSM2
AMELY_HUMAN,AMELY
SEC62_HUMAN,SEC62
GML_HUMAN,GML
H4G_HUMAN,H4C7
TTC1_HUMAN,TTC1
CDCA3_HUMAN,CDCA3
RGPD5_HUMAN,RGPD5
NPAS1_HUMAN,NPAS1
TM9S2_HUMAN,TM9SF2
PRRX2_HUMAN,PRRX2
GDIR3_HUMAN,ARHGDIG
SPI2A_HUMAN,SPIN2A
SC6A7_HUMAN,SLC6A7
SMR3A_HUMAN,SMR3A
APOL4_HUMAN,APOL4
ARP5L_HUMAN,ARPC5L
F118B_HUMAN,FAM118B
RETNB_HUMAN,RETNLB
RT63_HUMAN,MRPL57
PSD2_HUMAN,PSD2
RTP3_HUMAN,RTP3
PRS27_HUMAN,PRSS27
HSPB9_HUMAN,HSPB9
COE4_HUMAN,EBF4
DBND2_HUMAN,DBNDD2
ACBD6_HUMAN,ACBD6
ZN559_HUMAN,ZNF559
PAAF1_HUMAN,PAAF1
CF300_HUMAN,CFAP300
ORAI3_HUMAN,ORAI3
LLPH_HUMAN,LLPH
CBWD1_HUMAN,CBWD1
TCAL7_HUMAN,TCEAL7
S39A3_HUMAN,SLC39A3
APC13_HUMAN,ANAPC13
ZN649_HUMAN,ZNF649
SPEB_HUMAN,AGMAT
TIM29_HUMAN,TIMM29
BTBDA_HUMAN,BTBD10
PADC1_HUMAN,PRADC1
RTBDN_HUMAN,RTBDN
NICN1_HUMAN,NICN1
HDHD3_HUMAN,HDHD3
CQ080_HUMAN,C17orf80
ZN577_HUMAN,ZNF577
TM204_HUMAN,TMEM204
LIMD2_HUMAN,LIMD2
UPK3B_HUMAN,UPK3B
RBM42_HUMAN,RBM42
DCTN5_HUMAN,DCTN5
H2AJ_HUMAN,H2AJ
LRRC1_HUMAN,LRRC1
DPH7_HUMAN,DPH7
CPLN2_HUMAN,CPLANE2
TRMO_HUMAN,TRMO
SPNDC_HUMAN,SPINDOC
ZSA5A_HUMAN,ZSCAN5A
CHCH7_HUMAN,CHCHD7
MENT_HUMAN,MENT
MCRI2_HUMAN,MCRIP2
RCAF1_HUMAN,RAB5IF
CA050_HUMAN,C1orf50
CCD32_HUMAN,CCDC32
THUM3_HUMAN,THUMPD3
LRC61_HUMAN,LRRC61
ASHWN_HUMAN,C2orf49
TPPP3_HUMAN,TPPP3
HIG2A_HUMAN,HIGD2A
SFXN3_HUMAN,SFXN3
NADAP_HUMAN,SLC4A1AP
APOL6_HUMAN,APOL6
ZN471_HUMAN,ZNF471
PG12B_HUMAN,PLA2G12B
SALL3_HUMAN,SALL3
SPT16_HUMAN,SPATA16
GP174_HUMAN,GPR174
SPZ1_HUMAN,SPZ1
ORNT2_HUMAN,SLC25A2
KLF16_HUMAN,KLF16
HEMGN_HUMAN,HEMGN
CCG6_HUMAN,CACNG6
TSCOT_HUMAN,SLC46A2
GPR87_HUMAN,GPR87
SCOT2_HUMAN,OXCT2
RM32_HUMAN,MRPL32
RM20_HUMAN,MRPL20
RM13_HUMAN,MRPL13
RM09_HUMAN,MRPL9
RM04_HUMAN,MRPL4
RM01_HUMAN,MRPL1
RT26_HUMAN,MRPS26
KRA48_HUMAN,KRTAP4
CNTP3_HUMAN,CNTNAP3
TMG3_HUMAN,PRRG3
RM37_HUMAN,MRPL37
IRX2_HUMAN,IRX2
S2539_HUMAN,SLC25A39
GPR63_HUMAN,GPR63
S13A1_HUMAN,SLC13A1
FOXQ1_HUMAN,FOXQ1
IPKB_HUMAN,PKIB
K1C23_HUMAN,KRT23
LRCC1_HUMAN,LRRCC1
BRNP2_HUMAN,BRINP2
ZY11B_HUMAN,ZYG11B
ZC12C_HUMAN,ZC3H12C
XPO4_HUMAN,XPO4
ZN407_HUMAN,ZNF407
RHG39_HUMAN,ARHGAP39
OR2H1_HUMAN,OR2H1
OR2J1_HUMAN,OR2J1
OR8D2_HUMAN,OR8D2
ARP6_HUMAN,ACTR6
NRSN2_HUMAN,NRSN2
PITH1_HUMAN,PITHD1
VN1R1_HUMAN,VN1R1
COMD5_HUMAN,COMMD5
DDX24_HUMAN,DDX24
CC90B_HUMAN,CCDC90B
HXD1_HUMAN,HOXD1
NACA2_HUMAN,NACA2
MFR1L_HUMAN,MTFR1L
T126A_HUMAN,TMEM126A
DRC3_HUMAN,DRC3
ZMY15_HUMAN,ZMYND15
NBPF3_HUMAN,NBPF3
TM117_HUMAN,TMEM117
KLH25_HUMAN,KLHL25
CC113_HUMAN,CCDC113
TKTL2_HUMAN,TKTL2
PUS7L_HUMAN,PUS7L
TSYL1_HUMAN,TSPYL1
F234A_HUMAN,FAM234A
PCDC1_HUMAN,PCDHAC1
CAD19_HUMAN,CDH19
CSRN2_HUMAN,CSRNP2
METL9_HUMAN,METTL9
LPAR5_HUMAN,LPAR5
S35B3_HUMAN,SLC35B3
MEGF9_HUMAN,MEGF9
O2AG1_HUMAN,OR2AG1
O10A5_HUMAN,OR10A5
O10A4_HUMAN,OR10A4
OR2D2_HUMAN,OR2D2
MAGH1_HUMAN,MAGEH1
NGN2_HUMAN,NEUROG2
DPH5_HUMAN,DPH5
RBP17_HUMAN,RANBP17
RM46_HUMAN,MRPL46
I27L2_HUMAN,IFI27L2
SO5A1_HUMAN,SLCO5A1
VCX1_HUMAN,VCX
TM245_HUMAN,TMEM245
CRLD1_HUMAN,CRISPLD1
O51B5_HUMAN,OR51B5
O51B6_HUMAN,OR51B6
O51M1_HUMAN,OR51M1
UBQL3_HUMAN,UBQLN3
GGNB2_HUMAN,GGNBP2
SNX25_HUMAN,SNX25
CPVL_HUMAN,CPVL
ATX3L_HUMAN,ATXN3L
PIGM_HUMAN,PIGM
RIMS4_HUMAN,RIMS4
RWDD1_HUMAN,RWDD1
AMPB_HUMAN,RNPEP
DPEP3_HUMAN,DPEP3
CST9L_HUMAN,CST9L
SEHL2_HUMAN,SERHL2
PRD13_HUMAN,PRDM13
ESF1_HUMAN,ESF1
KLH31_HUMAN,KLHL31
THAP9_HUMAN,THAP9
ZN576_HUMAN,ZNF576
IGFR1_HUMAN,IGFLR1
PCX3_HUMAN,PCNX3
